"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol","Perubahan%"
"2014-01-01",1205.40,1203.60,1205.40,1202.80,0,-11.85
"2014-01-02",1391.70,1391.70,1391.70,1391.70,0.21K,15.46
"2014-01-03",1405.50,1405.50,1405.50,1405.50,0.14K,0.99
"2014-01-06",1405.00,1405.00,1405.00,1405.00,0.13K,-0.04
"2014-01-07",1395.50,1395.50,1395.50,1395.50,0.07K,-0.68
"2014-01-08",1392.60,1392.60,1392.60,1392.60,0.19K,-0.21
"2014-01-09",1397.90,1397.90,1397.90,1397.90,0.01K,0.38
"2014-01-10",1413.40,1398.90,1398.90,1398.90,0.00K,1.11
"2014-01-13",1416.00,1416.00,1416.00,1416.00,0.05K,0.18
"2014-01-14",1411.80,1411.80,1411.80,1411.80,0.04K,-0.3
"2014-01-15",1405.90,1405.90,1405.90,1405.90,0.07K,-0.42
"2014-01-16",1405.70,1405.70,1405.70,1405.70,0.05K,-0.01
"2014-01-17",1417.10,1417.10,1417.10,1417.10,0.10K,0.81
"2014-01-20",1255.10,1255.70,1257.90,1253.10,0,-11.43
"2014-01-21",1405.10,1405.10,1405.10,1405.10,0.22K,11.95
"2014-01-22",1403.60,1403.60,1403.60,1403.60,0.06K,-0.11
"2014-01-23",1426.10,1426.10,1426.10,1426.10,0.04K,1.6
"2014-01-24",1426.00,1426.00,1426.00,1426.00,0.04K,-0.01
"2014-01-27",1425.10,1425.10,1425.10,1421.00,0.09K,-0.06
"2014-01-28",1412.00,1412.00,1412.00,1412.00,0.02K,-0.92
"2014-01-29",1422.20,1422.20,1422.20,1422.20,0,0.72
"2014-01-30",1402.80,1402.80,1402.80,1402.80,45.28K,-1.36
"2014-01-31",1398.90,1398.90,1398.90,1398.90,5.82K,-0.28
"2014-02-03",1417.10,1417.10,1417.10,1417.10,2.91K,1.3
"2014-02-04",1407.30,1407.30,1407.30,1407.30,1.75K,-0.69
"2014-02-05",1413.00,1413.00,1413.00,1413.00,1.62K,0.41
"2014-02-06",1413.30,1410.20,1410.20,1410.20,0.00K,0.02
"2014-02-07",1415.70,1415.70,1415.70,1415.70,0.44K,0.17
"2014-02-10",1427.50,1427.50,1427.50,1427.50,0.74K,0.83
"2014-02-11",1443.60,1443.60,1443.60,1443.60,0.56K,1.13
"2014-02-12",1451.10,1451.10,1451.10,1451.10,0.14K,0.52
"2014-02-13",1451.40,1451.40,1451.40,1451.40,0.03K,0.02
"2014-02-14",1470.80,1470.80,1470.80,1470.80,0.31K,1.34
"2014-02-17",1328.50,1323.70,1332.20,1321.10,0,-9.68
"2014-02-18",1473.20,1465.40,1465.40,1465.40,0.03K,10.89
"2014-02-19",1467.70,1467.70,1467.70,1467.70,0.19K,-0.37
"2014-02-20",1467.80,1467.80,1467.80,1467.80,0.12K,0.01
"2014-02-21",1474.40,1474.40,1474.40,1474.40,0.17K,0.45
"2014-02-24",1491.00,1491.00,1491.00,1491.00,0.09K,1.13
"2014-02-25",1493.80,1493.80,1493.80,1493.80,0.29K,0.19
"2014-02-26",1478.40,1478.40,1478.40,1478.40,0.06K,-1.03
"2014-02-27",1481.30,1481.30,1481.30,1481.30,0.37K,0.2
"2014-02-28",1473.00,1473.00,1473.00,1473.00,0.24K,-0.56
"2014-03-03",1500.00,1500.00,1500.00,1500.00,0.23K,1.83
"2014-03-04",1488.70,1488.70,1488.70,1488.70,0.08K,-0.75
"2014-03-05",1491.10,1491.10,1491.10,1491.10,0.03K,0.16
"2014-03-06",1504.30,1504.30,1504.30,1504.30,0.06K,0.89
"2014-03-07",1494.60,1494.60,1494.60,1494.60,0.10K,-0.64
"2014-03-10",1497.20,1497.20,1500.00,1497.20,0.10K,0.17
"2014-03-11",1502.20,1502.20,1502.20,1502.20,0.05K,0.33
"2014-03-12",1525.20,1525.20,1525.20,1525.20,0.06K,1.53
"2014-03-13",1526.00,1526.00,1526.00,1526.00,0.02K,0.05
"2014-03-14",1532.40,1532.40,1532.40,1532.40,0.09K,0.42
"2014-03-17",1525.60,1525.60,1525.60,1525.60,0.03K,-0.44
"2014-03-18",1511.60,1511.60,1511.60,1511.60,0.04K,-0.92
"2014-03-19",1493.00,1493.00,1493.00,1493.00,0.06K,-1.23
"2014-03-20",1488.70,1488.70,1488.70,1488.70,0.07K,-0.29
"2014-03-21",1493.50,1493.50,1493.50,1493.50,0.00K,0.32
"2014-03-24",1468.50,1468.50,1468.50,1468.50,0.10K,-1.67
"2014-03-25",1466.40,1466.40,1466.40,1466.40,0.05K,-0.14
"2014-03-26",1456.10,1456.10,1456.10,1456.10,0.00K,-0.7
"2014-03-27",1447.80,1447.80,1447.80,1447.80,0,-0.57
"2014-03-28",1445.30,1445.30,1445.30,1445.30,65.49K,-0.17
"2014-03-31",1433.80,1433.80,1433.80,1433.80,4.12K,-0.8
"2014-04-01",1430.00,1430.00,1430.00,1430.00,0.88K,-0.27
"2014-04-02",1442.50,1442.50,1442.50,1442.50,1.10K,0.87
"2014-04-03",1435.10,1435.10,1435.10,1435.10,0.78K,-0.51
"2014-04-04",1452.70,1452.70,1452.70,1452.70,0.98K,1.23
"2014-04-07",1442.70,1442.70,1442.70,1442.70,0.36K,-0.69
"2014-04-08",1452.30,1452.30,1452.30,1452.30,0.26K,0.67
"2014-04-09",1451.10,1451.10,1451.10,1451.10,0.19K,-0.08
"2014-04-10",1461.70,1461.70,1461.70,1461.70,0.13K,0.73
"2014-04-11",1459.70,1459.70,1459.70,1460.00,0.08K,-0.14
"2014-04-14",1469.30,1460.00,1460.00,1460.00,0.00K,0.66
"2014-04-15",1442.00,1442.00,1442.00,1442.00,0.24K,-1.86
"2014-04-16",1446.00,1446.00,1446.00,1446.00,0.18K,0.28
"2014-04-17",1437.50,1437.50,1437.50,1437.50,0.12K,-0.59
"2014-04-21",1432.40,1432.40,1432.40,1432.40,0.10K,-0.35
"2014-04-22",1425.40,1425.40,1425.40,1425.40,0.50K,-0.49
"2014-04-23",1424.00,1424.00,1424.00,1424.00,0.18K,-0.1
"2014-04-24",1429.70,1429.70,1429.70,1429.70,0.52K,0.4
"2014-04-25",1438.90,1438.90,1438.90,1438.90,0.27K,0.64
"2014-04-28",1435.70,1435.70,1435.70,1435.70,0.06K,-0.22
"2014-04-29",1432.50,1432.50,1432.50,1432.50,0.90K,-0.22
"2014-04-30",1431.80,1431.80,1431.80,1431.80,0.18K,-0.05
"2014-05-01",1417.50,1417.50,1417.50,1417.50,0.03K,-1
"2014-05-02",1437.50,1437.50,1437.50,1437.50,0.09K,1.41
"2014-05-05",1444.40,1444.40,1444.40,1444.40,0.03K,0.48
"2014-05-06",1444.00,1444.00,1444.00,1444.00,0.01K,-0.03
"2014-05-07",1423.30,1423.30,1423.30,1423.30,0.02K,-1.43
"2014-05-08",1421.70,1421.70,1421.70,1421.70,0.07K,-0.11
"2014-05-09",1421.80,1421.80,1421.80,1421.80,0.00K,0.01
"2014-05-12",1430.60,1430.60,1430.60,1430.60,0.50K,0.62
"2014-05-13",1427.50,1427.50,1427.50,1427.50,0.02K,-0.22
"2014-05-14",1435.30,1435.30,1435.30,1435.30,0.03K,0.55
"2014-05-15",1422.00,1422.00,1422.00,1422.00,0.03K,-0.93
"2014-05-16",1422.30,1422.30,1422.30,1422.30,0.00K,0.02
"2014-05-19",1421.90,1421.90,1421.90,1421.90,0.04K,-0.03
"2014-05-20",1422.50,1422.50,1422.50,1422.50,0.01K,0.04
"2014-05-21",1416.10,1416.10,1416.10,1416.10,0.00K,-0.45
"2014-05-22",1422.70,1422.70,1422.70,1422.70,0.00K,0.47
"2014-05-23",1419.10,1419.10,1419.10,1419.10,0.00K,-0.25
"2014-05-25",1291.70,1293.90,1294.20,1291.10,0,-8.98
"2014-05-26",1292.50,1291.60,1294.40,1291.40,0,0.06
"2014-05-27",1392.90,1392.90,1392.90,1392.90,0.03K,7.77
"2014-05-28",1385.40,1385.40,1385.40,1385.40,0,-0.54
"2014-05-29",1379.50,1379.50,1379.50,1379.50,38.05K,-0.43
"2014-05-30",1368.90,1368.90,1368.90,1368.90,3.84K,-0.77
"2014-06-02",1367.70,1367.70,1367.70,1367.70,0.77K,-0.09
"2014-06-03",1368.20,1368.20,1368.20,1368.20,0.65K,0.04
"2014-06-04",1368.40,1368.40,1368.40,1368.40,0.60K,0.01
"2014-06-05",1377.30,1377.30,1377.30,1377.30,1.32K,0.65
"2014-06-06",1377.60,1377.60,1377.60,1377.60,0.38K,0.02
"2014-06-09",1380.20,1380.20,1380.20,1380.20,0.10K,0.19
"2014-06-10",1386.50,1386.50,1386.50,1386.50,1.01K,0.46
"2014-06-11",1387.00,1387.00,1387.00,1387.00,0.13K,0.04
"2014-06-12",1399.90,1399.90,1399.90,1399.90,0.13K,0.93
"2014-06-13",1401.60,1401.60,1401.60,1401.60,0.15K,0.12
"2014-06-16",1403.00,1403.00,1403.00,1403.00,0.33K,0.1
"2014-06-17",1399.90,1384.50,1384.50,1384.50,0.00K,-0.22
"2014-06-18",1400.60,1400.60,1400.60,1400.60,0.14K,0.05
"2014-06-19",1442.50,1442.50,1442.50,1442.50,0.60K,2.99
"2014-06-20",1445.20,1445.20,1445.20,1445.20,0.25K,0.19
"2014-06-23",1447.00,1447.00,1447.00,1447.00,0.14K,0.12
"2014-06-24",1448.60,1448.60,1448.60,1448.60,0.22K,0.11
"2014-06-25",1449.20,1449.20,1449.20,1449.20,0.00K,0.04
"2014-06-26",1443.40,1443.40,1443.40,1443.40,0.59K,-0.4
"2014-06-27",1444.70,1444.70,1444.70,1444.70,0.63K,0.09
"2014-06-30",1445.10,1445.10,1445.10,1445.10,0.74K,0.03
"2014-07-01",1450.20,1450.20,1450.20,1450.20,0.05K,0.35
"2014-07-02",1454.80,1454.80,1454.80,1454.80,0.23K,0.32
"2014-07-03",1445.60,1445.60,1445.60,1445.60,0.04K,-0.63
"2014-07-04",1321.30,1321.10,1324.00,1319.60,0,-8.6
"2014-07-07",1442.00,1442.00,1442.00,1442.00,0.09K,9.13
"2014-07-08",1441.40,1441.40,1441.40,1441.40,0.01K,-0.04
"2014-07-09",1449.70,1449.70,1449.70,1449.70,0.02K,0.58
"2014-07-10",1464.70,1464.70,1464.70,1464.70,0.03K,1.03
"2014-07-11",1462.90,1462.90,1462.90,1462.90,0.11K,-0.12
"2014-07-14",1430.70,1430.70,1430.70,1430.70,0.10K,-2.2
"2014-07-15",1421.30,1421.30,1421.30,1421.30,0.37K,-0.66
"2014-07-16",1424.90,1424.90,1424.90,1424.90,0.03K,0.25
"2014-07-17",1442.10,1442.10,1442.10,1442.10,0.02K,1.21
"2014-07-18",1434.70,1434.70,1434.70,1434.70,0.03K,-0.51
"2014-07-21",1439.60,1439.60,1439.60,1439.60,0.02K,0.34
"2014-07-22",1431.60,1431.60,1431.60,1431.60,0.00K,-0.56
"2014-07-23",1430.30,1430.30,1430.30,1430.30,0,-0.09
"2014-07-24",1417.30,1417.30,1417.30,1417.30,0.00K,-0.91
"2014-07-25",1430.30,1430.30,1430.30,1430.30,0.01K,0.92
"2014-07-28",1432.00,1432.00,1432.00,1432.00,0.05K,0.12
"2014-07-29",1426.70,1426.70,1426.70,1426.70,0.05K,-0.37
"2014-07-30",1426.10,1420.60,1420.60,1420.60,0.00K,-0.04
"2014-07-31",1411.50,1411.50,1411.50,1411.50,5.66K,-1.02
"2014-08-01",1421.10,1421.10,1421.10,1421.10,0.00K,0.68
"2014-08-04",1411.90,1411.90,1411.90,1411.90,0.92K,-0.65
"2014-08-05",1409.00,1409.00,1409.00,1409.00,0.83K,-0.21
"2014-08-06",1432.70,1432.70,1432.70,1432.70,0.71K,1.68
"2014-08-07",1437.30,1437.30,1437.30,1437.30,0.23K,0.32
"2014-08-08",1435.90,1435.90,1435.90,1435.90,0.59K,-0.1
"2014-08-11",1435.50,1435.50,1435.50,1435.50,0.19K,-0.03
"2014-08-12",1435.30,1435.30,1435.30,1435.30,0.44K,-0.01
"2014-08-13",1437.90,1437.90,1437.90,1437.90,0.24K,0.18
"2014-08-14",1439.10,1439.10,1439.10,1439.10,0.32K,0.08
"2014-08-15",1429.40,1429.40,1429.40,1429.40,0.20K,-0.67
"2014-08-18",1422.80,1422.80,1422.80,1422.80,0.10K,-0.46
"2014-08-19",1419.00,1419.00,1419.00,1419.00,0.14K,-0.27
"2014-08-20",1419.00,1419.00,1419.00,1419.00,0.33K,0
"2014-08-21",1399.20,1399.20,1399.20,1399.20,0.26K,-1.4
"2014-08-22",1404.10,1404.10,1404.10,1404.10,0.12K,0.35
"2014-08-25",1403.10,1403.10,1403.10,1403.10,0.00K,-0.07
"2014-08-26",1409.30,1409.30,1409.30,1409.30,0.07K,0.44
"2014-08-27",1406.90,1406.90,1406.90,1406.90,0.04K,-0.17
"2014-08-28",1413.80,1413.80,1413.80,1413.80,0.82K,0.49
"2014-08-29",1410.60,1410.60,1410.60,1410.60,0.12K,-0.23
"2014-08-31",1287.70,1288.50,1289.00,1286.80,0,-8.71
"2014-09-01",1287.40,1287.60,1290.90,1285.90,0,-0.02
"2014-09-02",1389.00,1389.00,1389.00,1389.00,0.28K,7.89
"2014-09-03",1395.50,1395.50,1395.50,1395.50,0.28K,0.47
"2014-09-04",1392.30,1392.30,1392.30,1392.30,0.29K,-0.23
"2014-09-05",1393.20,1393.20,1393.20,1393.20,0.12K,0.06
"2014-09-08",1380.20,1380.20,1380.20,1380.20,0.00K,-0.93
"2014-09-09",1374.60,1374.60,1374.60,1374.60,0,-0.41
"2014-09-10",1372.00,1372.00,1372.00,1372.00,0.10K,-0.19
"2014-09-11",1365.40,1365.40,1365.40,1365.40,0,-0.48
"2014-09-12",1357.80,1357.80,1357.80,1357.80,0.05K,-0.56
"2014-09-15",1361.30,1361.30,1361.30,1361.30,0.02K,0.26
"2014-09-16",1363.00,1363.00,1363.00,1363.00,0.00K,0.12
"2014-09-17",1362.00,1362.00,1362.00,1362.00,0.01K,-0.07
"2014-09-18",1353.40,1353.40,1353.40,1353.40,0.01K,-0.63
"2014-09-19",1343.10,1343.10,1343.10,1343.10,0.00K,-0.76
"2014-09-22",1344.20,1344.20,1344.20,1344.20,0.00K,0.08
"2014-09-23",1347.20,1347.20,1347.20,1347.20,0.01K,0.22
"2014-09-24",1344.90,1344.90,1344.90,1344.90,0.00K,-0.17
"2014-09-25",1346.40,1346.40,1346.40,1346.40,0.00K,0.11
"2014-09-26",1340.40,1340.40,1340.40,1340.40,0.00K,-0.45
"2014-09-29",1343.70,1343.70,1343.70,1343.70,0.00K,0.25
"2014-09-30",1336.70,1336.70,1336.70,1336.70,0.68K,-0.52
"2014-10-01",1340.20,1340.20,1340.20,1340.20,0.18K,0.26
"2014-10-02",1338.10,1338.10,1338.10,1338.10,0.18K,-0.16
"2014-10-03",1316.90,1316.90,1316.90,1316.90,0.50K,-1.58
"2014-10-06",1330.70,1330.70,1330.70,1330.70,0.42K,1.05
"2014-10-07",1333.60,1333.60,1333.60,1333.60,0.27K,0.22
"2014-10-08",1314.20,1314.20,1314.20,1314.20,0.01K,-1.45
"2014-10-09",1328.80,1331.90,1331.90,1331.90,0.00K,1.11
"2014-10-10",1323.70,1323.70,1323.70,1323.70,0.19K,-0.38
"2014-10-13",1329.30,1329.30,1329.30,1329.30,0.10K,0.42
"2014-10-14",1329.30,1329.30,1329.30,1329.30,0.07K,0
"2014-10-15",1331.30,1331.30,1331.30,1331.30,0.25K,0.15
"2014-10-16",1327.50,1327.50,1327.50,1327.50,0.00K,-0.29
"2014-10-17",1328.50,1328.50,1328.50,1328.50,0.36K,0.08
"2014-10-20",1334.30,1334.30,1334.30,1334.30,0.11K,0.44
"2014-10-21",1341.80,1341.80,1341.80,1341.80,0.05K,0.56
"2014-10-22",1336.60,1336.60,1336.60,1336.60,0.00K,-0.39
"2014-10-23",1322.10,1322.10,1322.10,1309.80,0.00K,-1.08
"2014-10-24",1325.00,1325.00,1325.00,1325.00,0.07K,0.22
"2014-10-27",1322.40,1322.40,1322.40,1322.40,0.28K,-0.2
"2014-10-28",1322.60,1322.60,1322.60,1322.60,0.05K,0.02
"2014-10-29",1319.20,1319.20,1319.20,1319.20,0,-0.26
"2014-10-30",1292.90,1292.90,1292.90,1307.70,0.52K,-1.99
"2014-10-31",1265.90,1265.90,1265.90,1277.70,0.26K,-2.09
"2014-11-03",1264.40,1264.40,1264.40,1264.40,0.06K,-0.12
"2014-11-04",1260.30,1260.30,1260.30,1260.30,0.04K,-0.32
"2014-11-05",1238.10,1238.10,1238.10,1259.90,0.16K,-1.76
"2014-11-06",1234.40,1234.40,1234.40,1234.40,0.14K,-0.3
"2014-11-07",1261.00,1261.00,1261.00,1261.00,0.10K,2.15
"2014-11-10",1251.30,1251.30,1251.30,1251.30,0.04K,-0.77
"2014-11-11",1255.10,1255.10,1255.10,1255.10,0.02K,0.3
"2014-11-12",1250.40,1250.40,1250.40,1250.40,0.02K,-0.37
"2014-11-13",1251.40,1251.40,1251.40,1251.40,1.05K,0.08
"2014-11-14",1275.60,1275.60,1275.60,1275.60,0.49K,1.93
"2014-11-17",1273.70,1273.70,1273.70,1273.70,0.02K,-0.15
"2014-11-18",1285.50,1285.50,1285.50,1285.50,0.00K,0.93
"2014-11-19",1283.40,1283.40,1283.40,1283.40,0.02K,-0.16
"2014-11-20",1278.90,1278.90,1278.90,1278.90,0.00K,-0.35
"2014-11-21",1285.90,1285.90,1285.90,1285.90,0.03K,0.55
"2014-11-24",1284.20,1284.20,1284.20,1284.20,0.02K,-0.13
"2014-11-25",1285.20,1285.20,1285.20,1285.20,0.00K,0.08
"2014-11-26",1284.50,1284.50,1284.50,1283.00,75.30K,-0.05
"2014-11-27",1188.80,1197.30,1199.30,1185.40,0,-7.45
"2014-11-28",1261.20,1261.20,1261.20,1261.20,11.18K,6.09
"2014-12-01",1302.50,1302.50,1302.50,1302.50,5.52K,3.27
"2014-12-02",1284.70,1284.70,1284.70,1284.70,1.24K,-1.37
"2014-12-03",1295.80,1294.00,1294.00,1294.00,0.00K,0.86
"2014-12-04",1294.20,1294.20,1294.20,1294.20,0.36K,-0.12
"2014-12-05",1280.80,1280.80,1280.80,1280.80,0.56K,-1.04
"2014-12-08",1284.40,1284.40,1284.40,1284.40,0.18K,0.28
"2014-12-09",1320.20,1321.00,1321.00,1321.00,0.00K,2.79
"2014-12-10",1315.50,1315.50,1315.50,1315.50,0.31K,-0.36
"2014-12-11",1312.30,1312.30,1312.30,1312.30,0.26K,-0.24
"2014-12-12",1303.50,1303.50,1303.50,1303.50,0.20K,-0.67
"2014-12-15",1287.70,1287.70,1287.70,1287.70,0.08K,-1.21
"2014-12-16",1272.00,1272.00,1272.00,1272.00,0.22K,-1.22
"2014-12-17",1272.30,1272.30,1272.30,1272.30,0.09K,0.02
"2014-12-18",1273.90,1273.90,1273.90,1273.90,0.20K,0.13
"2014-12-19",1275.60,1275.60,1275.60,1275.60,0.10K,0.13
"2014-12-22",1259.70,1259.70,1259.70,1259.70,0.22K,-1.25
"2014-12-23",1259.70,1259.70,1259.70,1259.70,0.23K,0
"2014-12-24",1255.60,1255.60,1255.60,1255.60,0.02K,-0.33
"2014-12-25",1177.00,1175.00,1178.90,1175.00,0,-6.26
"2014-12-26",1277.70,1277.70,1277.70,1277.70,0.12K,8.56
"2014-12-29",1262.90,1262.90,1262.90,1262.90,0.06K,-1.16
"2014-12-30",1281.90,1281.90,1281.90,1281.90,0.19K,1.5
"2014-12-31",1265.40,1265.40,1265.40,1265.40,0.09K,-1.29
"2015-01-01",1186.80,1184.10,1187.50,1184.10,0,-6.21
"2015-01-02",1267.70,1265.00,1265.00,1265.00,0.00K,6.82
"2015-01-05",1283.50,1283.50,1283.50,1283.50,0.47K,1.25
"2015-01-06",1292.20,1292.20,1292.20,1292.20,0.10K,0.68
"2015-01-07",1283.60,1283.60,1283.60,1283.60,0.03K,-0.67
"2015-01-08",1281.60,1281.60,1281.60,1281.60,0.09K,-0.16
"2015-01-09",1287.40,1287.40,1287.40,1287.40,0.04K,0.45
"2015-01-12",1303.20,1303.20,1303.20,1303.20,0.10K,1.23
"2015-01-13",1304.50,1304.50,1304.50,1304.50,0.02K,0.1
"2015-01-14",1294.50,1294.50,1294.50,1294.50,0.20K,-0.77
"2015-01-15",1322.80,1322.80,1322.80,1322.80,0.13K,2.19
"2015-01-16",1334.90,1334.90,1334.90,1334.90,0.04K,0.91
"2015-01-18",1279.00,1281.00,1281.90,1275.70,0,-4.19
"2015-01-19",1275.90,1279.40,1279.50,1272.50,0,-0.24
"2015-01-20",1352.40,1352.40,1352.40,1352.40,0.16K,6
"2015-01-21",1353.40,1353.40,1353.40,1353.40,0.08K,0.07
"2015-01-22",1365.20,1365.20,1365.20,1365.20,0.25K,0.87
"2015-01-23",1357.60,1357.60,1357.60,1357.60,0.03K,-0.56
"2015-01-26",1345.60,1345.60,1345.60,1345.60,0.03K,-0.88
"2015-01-27",1354.70,1354.70,1354.70,1354.70,0.05K,0.68
"2015-01-28",1346.90,1346.90,1346.90,1346.90,0.03K,-0.58
"2015-01-29",1315.80,1315.80,1315.80,1315.80,67.98K,-2.31
"2015-01-30",1336.60,1336.60,1336.60,1336.60,8.63K,1.58
"2015-02-02",1334.40,1334.40,1334.40,1334.40,1.65K,-0.16
"2015-02-03",1319.30,1319.30,1319.30,1319.30,2.38K,-1.13
"2015-02-04",1325.40,1325.40,1325.40,1325.40,0.67K,0.46
"2015-02-05",1323.90,1323.90,1323.90,1323.90,0.13K,-0.11
"2015-02-06",1301.60,1301.60,1301.60,1301.60,0.43K,-1.68
"2015-02-09",1308.90,1308.90,1308.90,1308.90,0.32K,0.56
"2015-02-10",1300.20,1300.20,1300.20,1300.20,0.23K,-0.66
"2015-02-11",1288.20,1288.20,1288.20,1288.20,0.10K,-0.92
"2015-02-12",1287.70,1287.70,1287.70,1287.70,0.10K,-0.04
"2015-02-13",1294.20,1294.20,1294.20,1294.20,0.01K,0.5
"2015-02-15",1228.80,1228.20,1229.30,1227.80,0,-5.05
"2015-02-16",1231.70,1228.70,1236.40,1228.50,0,0.24
"2015-02-17",1278.90,1278.90,1278.90,1278.90,0.20K,3.83
"2015-02-18",1270.50,1270.50,1270.50,1270.50,0.15K,-0.66
"2015-02-19",1275.90,1275.90,1275.90,1275.90,0.07K,0.43
"2015-02-20",1272.20,1272.20,1272.20,1272.20,0.05K,-0.29
"2015-02-23",1267.70,1267.70,1267.70,1267.70,0.27K,-0.35
"2015-02-24",1262.10,1262.10,1262.10,1262.10,0.15K,-0.44
"2015-02-25",1265.00,1265.00,1265.00,1265.00,0.02K,0.23
"2015-02-26",1275.10,1275.10,1275.10,1275.10,0.56K,0.8
"2015-02-27",1278.40,1278.40,1278.40,1278.40,0.20K,0.26
"2015-03-02",1274.80,1274.80,1274.80,1274.80,0.12K,-0.28
"2015-03-03",1273.20,1273.20,1273.20,1273.20,0.05K,-0.13
"2015-03-04",1269.60,1269.60,1269.60,1269.60,0.03K,-0.28
"2015-03-05",1265.10,1265.10,1265.10,1265.10,0.03K,-0.35
"2015-03-06",1234.60,1234.60,1234.60,1234.60,0.17K,-2.41
"2015-03-09",1237.00,1237.00,1237.00,1237.00,0.05K,0.19
"2015-03-10",1227.10,1227.10,1227.10,1227.10,0.09K,-0.8
"2015-03-11",1217.40,1217.40,1217.40,1217.40,0.07K,-0.79
"2015-03-12",1218.00,1218.00,1218.00,1218.00,0.06K,0.05
"2015-03-13",1217.90,1217.90,1217.90,1217.90,0.04K,-0.01
"2015-03-16",1218.30,1218.30,1218.30,1218.30,0.06K,0.03
"2015-03-17",1213.50,1213.50,1213.50,1213.50,0.07K,-0.39
"2015-03-18",1216.50,1216.50,1216.50,1216.50,0.11K,0.25
"2015-03-19",1228.50,1228.50,1228.50,1228.50,0.04K,0.99
"2015-03-20",1243.70,1243.70,1243.70,1243.70,0.05K,1.24
"2015-03-23",1246.50,1246.50,1246.50,1246.50,0.01K,0.23
"2015-03-24",1250.20,1250.20,1250.20,1250.20,0.41K,0.3
"2015-03-25",1256.30,1256.30,1256.30,1256.30,0.01K,0.49
"2015-03-26",1266.00,1266.00,1266.00,1266.00,0.07K,0.77
"2015-03-27",1260.90,1260.90,1260.90,1260.90,0.00K,-0.4
"2015-03-30",1245.40,1245.40,1245.40,1245.40,37.99K,-1.23
"2015-03-31",1241.20,1241.20,1241.20,1241.20,3.41K,-0.34
"2015-04-01",1263.20,1263.20,1263.20,1263.20,1.63K,1.77
"2015-04-02",1257.20,1257.20,1257.20,1257.20,1.68K,-0.47
"2015-04-03",1257.20,1257.20,1257.20,1257.20,0,0
"2015-04-06",1274.40,1274.40,1274.40,1274.40,0.34K,1.37
"2015-04-07",1267.40,1267.40,1267.40,1267.40,0.41K,-0.55
"2015-04-08",1260.10,1260.10,1260.10,1260.10,0.24K,-0.58
"2015-04-09",1250.60,1250.60,1250.60,1250.60,0.05K,-0.75
"2015-04-10",1262.30,1262.30,1262.30,1262.30,0.20K,0.94
"2015-04-13",1256.80,1256.80,1256.80,1256.80,0.42K,-0.44
"2015-04-14",1247.10,1247.10,1247.10,1247.10,0.55K,-0.77
"2015-04-15",1255.50,1255.50,1255.50,1255.50,0.20K,0.67
"2015-04-16",1252.00,1252.00,1252.00,1252.00,0.20K,-0.28
"2015-04-17",1257.10,1257.10,1257.10,1257.10,0.02K,0.41
"2015-04-20",1248.30,1248.30,1248.30,1248.30,0.07K,-0.7
"2015-04-21",1258.10,1258.10,1258.10,1258.10,0.03K,0.79
"2015-04-22",1243.70,1243.70,1243.70,1243.70,0.09K,-1.14
"2015-04-23",1251.00,1251.00,1251.00,1251.00,0.33K,0.59
"2015-04-24",1229.40,1229.40,1229.40,1229.40,0.05K,-1.73
"2015-04-27",1258.20,1258.20,1258.20,1258.20,0.19K,2.34
"2015-04-28",1270.40,1270.40,1270.40,1270.40,0.01K,0.97
"2015-04-29",1269.00,1269.00,1269.00,1269.00,0.05K,-0.11
"2015-04-30",1242.00,1242.00,1242.00,1242.00,0.14K,-2.13
"2015-05-01",1235.10,1235.10,1235.10,1235.10,0.02K,-0.56
"2015-05-04",1248.00,1248.00,1248.00,1248.00,0.04K,1.04
"2015-05-05",1257.20,1257.20,1257.20,1257.20,0.05K,0.74
"2015-05-06",1255.70,1255.70,1255.70,1255.70,0.01K,-0.12
"2015-05-07",1247.50,1247.50,1247.50,1247.50,0.04K,-0.65
"2015-05-08",1251.50,1251.50,1251.50,1251.50,0.05K,0.32
"2015-05-11",1246.30,1246.30,1246.30,1246.30,0.03K,-0.42
"2015-05-12",1256.00,1256.00,1256.00,1256.00,0.01K,0.78
"2015-05-13",1281.20,1281.20,1281.20,1281.20,0.03K,2.01
"2015-05-14",1288.00,1288.00,1288.00,1288.00,0.00K,0.53
"2015-05-15",1287.90,1287.90,1287.90,1287.90,0.01K,-0.01
"2015-05-18",1290.20,1290.20,1290.20,1290.20,0.00K,0.18
"2015-05-19",1270.40,1270.40,1270.40,1270.40,0.01K,-1.53
"2015-05-20",1272.50,1272.50,1272.50,1272.50,0.01K,0.17
"2015-05-21",1267.10,1267.10,1267.10,1269.90,0.04K,-0.42
"2015-05-22",1268.70,1283.00,1283.00,1267.20,0.05K,0.13
"2015-05-24",1204.40,1205.80,1205.80,1203.90,0,-5.07
"2015-05-25",1207.40,1204.60,1209.00,1203.30,0,0.25
"2015-05-26",1251.20,1251.20,1251.20,1251.20,0.04K,3.63
"2015-05-27",1249.60,1249.60,1249.60,1249.50,0.03K,-0.13
"2015-05-28",1251.50,1251.50,1251.50,1251.50,52.71K,0.15
"2015-05-29",1251.70,1251.70,1251.70,1251.00,4.75K,0.02
"2015-06-01",1251.40,1251.40,1251.40,1251.40,1.24K,-0.02
